"list.name"	"title.identifier"	"title.title"	"title.publisher"	"title.primary_author"	"title.publication_year"
"II_TITLE_LIST_2"	0071780033	"Ganong's review of medical physiology."	" McGraw-Hill"	"Barrett, K.E. and Ganong, W.F."	2012
