"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"City Spaces - Tourist Places"	"Hayllar; Bruce; Griffin; Tony; Edwards; Deborah"		"Essential reading"		9780080878270	2010	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=583334"	1516	
"Postgraduate haematology"	"Green; Anthony R.; Hoffbrand; A. Victor; Catovsky; Daniel; Tuddenham; Edward G. D."		"Essential reading"		9781444323177	2010	"Wiley"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=589196"	1516	
"Handbook of pain assessment"	"Turk; Dennis C.; Melzack; Ronald"		"Essential reading"		9781606239810	2010	"Guilford Publications"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=605352"	1516	
"Understanding morphology"	"Haspelmath; Martin; Andrea Sims"		"Essential reading"		9781444117110	2013	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=615894"	1516	
"Electronic media: then, now, and later"	"Medoff; Norman; Kaye; Barbara K."		"Essential reading"		9780240815855	2013	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=648828"	1516	
"Customer experience: future trends and insights"	"Shaw; Colin; Dibeehi; Qaalfa; Walden; Steven"		"Essential reading"		9780230291775	2010	"Palgrave Macmillan"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=665906"	1516	
"Tourism public policy, and the strategic management of failure"	"Kerr; William Revill"		"Essential reading"		9780080481401	2003	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=667701"	1516	
"Urban tourism and urban change: cities in a global economy"	"Spirou; Costas"		"Essential reading"		9780203835807	2011	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=667784"	1516	
"The really useful physical education book: learning and teaching across the 7-14 age range"	"Stidder; Gary; Hayes; Sid"		"Essential reading"	415498279	9780415498272	2011	"Routledge"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=668436"	1516	
"Other side of sadness: what the new science of bereavement tells us about life after loss"	"Bonanno; George A."		"Essential reading"		9780465019946	2009	"Basic Books"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=679769"	1516	
"The elephant in the classroom: helping children learn and love maths"	"Boaler; Jo"		"Essential reading"		9780285639584	2009	"Souvenir Press"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=710417"	1516	
"A new reference grammar of modern Spanish"	"Butt; John; Benjamin; Carmen"		"Essential reading"		9781444137903	2013	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=714515"	1516	
"Multi-agency working in the early years: challenges and opportunities"	"Gasper, Michael"		"Essential reading"	"1847875270; 1847875289"	"9781847875273; 9781847875280"	2010	"SAGE"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=743654"	1516	
"Doing conversation analysis"	"ten Have; P."		"Essential reading"		9781446204238	2007	"SAGE Publications"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=783527"	1516	
"Professional event coordination"	"Silvers; Julia Rutherford"		"Essential reading"		9781118110706	2012	"Wiley"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=817319"	1516	
"HTML and CSS: design and build websites"	"Duckett; Jon"		"Essential reading"			2011	"Wiley"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=817871"	1516	
"An introduction to childhood: anthropological perspectives on children's lives"	"Montgomery, Heather"		"Essential reading"	"140512590X; 1405125918"	"9781405125901; 9781405125918"	2009	"Wiley-Blackwell"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=819396"	1516	
"Magazine journalism"	"Holmes; Tim; Nice; Liz"		"Essential reading"		9781446254158	2011	"SAGE Publications"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=820082"	1516	
"American gothic: new interventions in a national narrative"	"Martin; Robert K.; Savoy; Eric"		"Essential reading"		9781587293023	1998	"University of Iowa Press"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=859280"	1516	
"Trust: how we lost it and how to get it back"	"Seldon; Anthony"		"Essential reading"		9781849542661	2011	"Biteback Publishing"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=897506"	1516	
"A comics studies reader"	"Heer; Jeet; Worcester; Kent"		"Essential reading"		9781617035500	2008	"University Press of Mississippi"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=932775"	1516	
"Food systems failure: the global food crisis and the future of agriculture"	"Rosin; Christopher; Stock; Paul; Campbell; Hugh"		"Essential reading"		9781849776820	2013	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=956916"	1516	
"Reworking the relationship between asylum and employment"	"Mathew; Penelope"		"Essential reading"		9780203116449	2012	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=958368"	1516	
"Environment and food"	"Sage; Colin"		"Essential reading"		9780203013465	2011	"Taylor and Francis"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=958587"	1516	
"Learning democracy in school and society"	"Biesta; Gert J.J."		"Essential reading"		9789460915123	2011	"Springer"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=974035"	1516	
"Care of the acutely ill adult: an essential guide for nurses"	"Creed; Fiona; Spiers; Christine"		"Essential reading"		9780191575907	2010	"Oxford University Press"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=975641"	1516	
"Enhancing the city: new perspectives for tourism and leisure"	"Maciocco; Giovanni; Serreli; Silvia"		"Essential reading"		9789048124190	2009	"Springer"	"http://mmu.eblib.com/patron/FullRecord.aspx?p=993204"	1516	
"Enterprise planning and development: small business start-up, survival and growth"	"Butler, David"		"Essential reading"		9780080462851	2006	"Elsevier"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080462851"	1516	
"Project management for the 21st century"	"Lientz, Bennet P.; Rea, Kathryn P."		"Essential reading"		9780080480497	2001	"Academic"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080480497"	1516	
"Accounting for business studies"	"Owen, Aneirin Sion"		"Essential reading"		9780080489957	2003	"Elsevier Butterworth-Heinemann"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080489957"	1516	
"Total quality management: text with cases"	"Oakland, John S."		"Essential reading"		9780080519494	2003	"Butterworth Heinemann; Butterworth-Heinemann"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080519494"	1516	
"The marketing book"	"Baker, Michael John; Hart, Susan J."		"Essential reading"		9780080942544	2008	"Butterworth-Heinemann/Elsevier"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080942544"	1516	
"Contemporary issues in marketing and consumer behaviour"	"Parsons, Elizabeth; Maclaran, Pauline"		"Essential reading"		9780080943169	"c2009"	"Butterworth-Heinemann"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780080943169"	1516	
"Career counselling: constructivist approaches"	"McMahon, Mary; Patton, Wendy"		"Items for purchase"	203099591	9780203099599	2006	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203099599"	1516	
"The research project: how to write it"	"Berry, Ralph"		"Essential reading"		9780203362679	"c2004"	"Routlege"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203362679"	1516	
"The dynamic landscape: design, ecology, and management of naturalistic urban planning"	"Dunnett, Nigel; Hitchmough, James"		"Essential reading"		9780203402870	2004	"Spon Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203402870"	1516	
"The world of perception"	"Merleau-Ponty, Maurice"		"Essential reading"		9780203491829	2004	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203491829"	1516	
"Atmosphere, weather and climate"	"Barry, Roger Graham; Chorley, Richard J."		"Essential reading"		9780203871027	"c2010"	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871027"	1516	
"Understanding developmental language disorders: from theory to practice"	"Norbury, Courtenay; Tomblin, J. Bruce; Bishop, D. V. M."		"Essential reading"		9780203882580	2008	"Psychology"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203882580"	1516	
"Children as philosophers: learning through enquiry and dialogue in the primary classroom"	"Haynes, Joanna"		"Essential reading"		9780203927595	2008	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203927595"	1516	
"International relations theory for the 21st century: an introduction"	"Griffiths, Martin"		"Essential reading"		9780203939031	2007	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203939031"	1516	
"Deconstructing developmental psychology"	"Burman, Erica"		"Essential reading"		9780203946169	2008	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203946169"	1516	
"Gothic"	"Botting, Fred"		"Essential reading"		9780203993767	1996	"Routledge"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203993767"	1516	
"Educating our black children: new directions and radical approaches"	"Majors, Richard"		"Essential reading"		9780203995648	2001	"RoutledgeFalmer"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203995648"	1516	
"E-business and e-commerce management: strategy, implementation and practice"	"Chaffey, Dave"		"Essential reading"		9780273719946	2009	"Financial Times Prentice Hall"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780273719946"	1516	
"Exploring corporate strategy: text & cases"	"Johnson, Gerry; Scholes, Kevan; Whittington, Richard"		"Essential reading"		9780273724186	2008	"Financial Times Prentice Hall"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780273724186"	1516	
"Understanding youth and crime: listening to youth?"	"Brown, Sheila"		"Essential reading"		9780335224401	2005	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335224401"	1516	
"Understanding justice: an introduction to ideas, perspectives and controversies in modern penal theory"	"Hudson, Barbara"		"Essential reading"		9780335225811	2003	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335225811"	1516	
"Imagining the victim of crime"	"Walklate, Sandra"		"Essential reading"		9780335230341	2007	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335230341"	1516	
"Talking about aphasia: living with loss of language after stroke"	"Parr, Susie; Byng, Sally; Gilpin, Sue; Ireland, Chris; Joseph Rowntree Foundation"		"Essential reading"		9780335232512	1997	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335232512"	1516	
"Teaching for quality learning at university: what the student does"	"Biggs, John B.; Tang, Catherine So-kum; Society for Research into Higher Education"		"Essential reading"		9780335235063	2007	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335235063"	1516	
"Surviving your placement in health and social care: a student handbook"	"Healey, Joan; Spencer, Margaret"		"Items for purchase"		9780335235155	2008	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335235155"	1516	
"Designing and reporting experiments in psychology"	"Harris, Peter"		"Essential reading"		9780335235483	2008	"Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335235483"	1516	
"Understanding the community management of high risk offenders"	"Kemshall, Hazel"		"Essential reading"		9780335236817	2008	"McGraw-Hill Open University Press"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780335236817"	1516	
"Persisting speech difficulties in children"	"Pascoe, Michelle; Stackhouse, Joy; Wells, Bill; Snowling, Margaret J."		"Essential reading"		9780470029138	"c2006"	"Wiley"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470029138"	1516	
"Tourism: principles, practices, philosophies"	"Goeldner, Charles R.; Ritchie, J. R. Brent"		"Essential reading"		9780470382134	2009	"John Wiley & Sons, Inc"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470382134"	1516	
"Compendium of auditory and speech tasks"	"Stackhouse, Joy"		"Essential reading"		9780470517499	2007	"John Wiley"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470517499"	1516	
"Respect for acting"	"Hagen, Uta; Frankel, Haskel"		"Essential reading"	470228482	9780470228487	2008	"John Wiley"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470730164"	1516	
"Ethics: the heart of health care"	"Seedhouse, David"		"Essential reading"		9780470773161	2009	"John Wiley & Sons"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470773161"	1516	
"The periglacial environment"	"French, Hugh M."		"Essential reading"		9780470865903	2007	"John Wiley and Sons"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780470865903"	1516	
"The crisis of food brands: sustaining safe, innovative and competitive food supply"	"Lindgreen, Adam; Hingley, Martin K.; Vanhamme, JolÍ¡le"		"Essential reading"		9780566089930	"c2009"	"Gower"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780566089930"	1516	
"The new cultures of food: marketing opportunities from ethnic, religious and cultural diversity"	"Lindgreen, Adam; Hingley, Martin"		"Essential reading"		9780754681496	2009	"Gower"	"http://www.dawsonera.com/guard/protected/dawson.jsp?name=Manchester Metropolitan University&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754681496"	1516	
