publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"A kind of Eden"	"9781846688133"	"9781847658043"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781847658043&uid=none"						"Serpent's Tail"											"http://www.askewsandholts.com/EBookImages/9781847658043.jpg"	
"Excel at Sports"	"9781873483442"	"9781908269003"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269003&uid=none"						"DragonRising Publishing"											"http://www.askewsandholts.com/EBookImages/9781908269003.jpg"	
"Magician"	""	"9781908269010"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269010&uid=none"						"DragonRising Publishing"											"http://www.askewsandholts.com/EBookImages/9781908269010.jpg"	
"Sorcerer & Apprentice"	"9781873483237"	"9781908269034"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269034&uid=none"						"DragonGold"											"http://www.askewsandholts.com/EBookImages/9781908269034.jpg"	
"Finding the River"	"9781873483169"	"9781908269065"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269065&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269065.jpg"	
"StressFish Guide to EmoTrance"	""	"9781908269072"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269072&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269072.jpg"	
"Golden Hose & Other Fairy Tales"	"9781873483978"	"9781908269096"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269096&uid=none"						"DragonGold"											"http://www.askewsandholts.com/EBookImages/9781908269096.jpg"	
"Energy EFT"	"9781908269164"	"9781908269188"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269188&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269188.jpg"	
"EmoTrance"	"9781873483510"	"9781908269195"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269195&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269195.jpg"	
"Positive EFT"	"9781908269355"	"9781908269362"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269362&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269362.jpg"	
"Excel at Business"	"9781908269423"	"9781908269430"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908269430&uid=none"						"DragonRising"											"http://www.askewsandholts.com/EBookImages/9781908269430.jpg"	
"Writing up the Research: For a dissertation or Thesis: The Quick Guide Series"	"9781908272270"	"9781908272478"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908272478&uid=none"						"Academic Conferences Publishing International"											"http://www.askewsandholts.com/EBookImages/9781908272478.jpg"	
"Every Move You Make"	""	"9781626815278"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626815278&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626815278.jpg"	
"Sledgehammer"	""	"9781626816428"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626816428&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626816428.jpg"	
"Twilight's Last Gleaming"	""	"9781626816459"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626816459&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626816459.jpg"	
"Corner of Heaven"	""	"9781626816909"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626816909&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626816909.jpg"	
"Gifts of Love"	""	"9781626816916"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626816916&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626816916.jpg"	
"Evolution of Bruce Jenner."	""	"9781626817753"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781626817753&uid=none"						"Diversion Books"											"http://www.askewsandholts.com/EBookImages/9781626817753.jpg"	
"Eat Well, Age Better: How to use diet and supplements to guard the lifelong health of your eyes, your heart, your brain, and your bones"	""	"9781771023634"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771023634&uid=none"						"Thomas Allen"											"http://www.askewsandholts.com/EBookImages/9781771023634.jpg"	
"The great escape: a Canadian story"	"9781771022729"	"9781771024747"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771024747&uid=none"						"Thomas Allen Publishers"											"http://www.askewsandholts.com/EBookImages/9781771024747.jpg"	
"Surviving Incarceration: Inside Canadian Prisons"	""	"9781771120548"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771120548&uid=none"						"Wilfrid Laurier University Press"											"http://www.askewsandholts.com/EBookImages/9781771120548.jpg"	
"Exiled: The Battle for Enderseer Hold"	""	"9781771270113"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771270113&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771270113.jpg"	
"Vin and the Dorky Duet"	""	"9781771270731"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771270731&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771270731.jpg"	
"Invaded: The Darkest Day"	""	"9781771271097"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771271097&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771271097.jpg"	
"Dewi and the Seeds of Doom"	""	"9781771271820"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771271820&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771271820.jpg"	
"Underground: The Day of the Sun"	""	"9781771272445"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771272445&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771272445.jpg"	
"Beware of the White"	""	"9781771273206"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771273206&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771273206.jpg"	
"Disappearing Rose"	""	"9781771273954"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771273954&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771273954.jpg"	
"Adrift: In Search of Memory"	""	"9781771275125"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275125&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275125.jpg"	
"Lost Boys of Lampson"	""	"9781771275668"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275668&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771275668.jpg"	
"Land Beyond All Dreams"	""	"9781771275675"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275675&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275675.jpg"	
"Shadows of New York"	""	"9781771275682"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275682&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771275682.jpg"	
"Warrior Women"	""	"9781771275699"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275699&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275699.jpg"	
"Will, Middle Name Trouble"	""	"9781771275712"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275712&uid=none"						"MuseItYoung"											"http://www.askewsandholts.com/EBookImages/9781771275712.jpg"	
"Prodigies of Mystery"	""	"9781771275842"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275842&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275842.jpg"	
"Prodigies of Mystery"	""	"9781771275859"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275859&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275859.jpg"	
"Prodigies of Young Adult"	""	"9781771275873"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275873&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275873.jpg"	
"Prodigies of Young Adult"	""	"9781771275880"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771275880&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771275880.jpg"	
"Amazing Worlds of John B. Rosenman"	""	"9781771276269"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771276269&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771276269.jpg"	
"Star Commandos"	""	"9781771276528"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781771276528&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781771276528.jpg"	
"This Is Nowhere"	""	"9781780257976"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780257976&uid=none"						"Autharium"											"http://www.askewsandholts.com/EBookImages/9781780257976.jpg"	
"Red Plus Zone"	""	"9781780258249"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780258249&uid=none"						"Autharium"											"http://www.askewsandholts.com/EBookImages/9781780258249.jpg"	
"The seven deadly sins: new writing from the edge of transgression"	"9781908526151"	"9781908526168"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908526168&uid=none"						"Union"											"http://www.askewsandholts.com/EBookImages/9781908526168.jpg"	
"Walls: travels along the barricades"	"9781908526335"	"9781908526380"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781908526380&uid=none"						"Union Books"											"http://www.askewsandholts.com/EBookImages/9781908526380.jpg"	
"Becoming NADIA"	""	"9781926931548"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781926931548&uid=none"						"MuseItUp Publishing"											"http://www.askewsandholts.com/EBookImages/9781926931548.jpg"	
"From The Juvenile to The Youth"	""	"9781927670460"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781927670460&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9781927670460.jpg"	
"Song of the Hedgehog"	""	"9781927670521"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781927670521&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9781927670521.jpg"	
"QuickBooks Online: The Ultimate Guide to All Online Plans"	""	"9781932925616"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781932925616&uid=none"						"CPA911 Publishing"											"http://www.askewsandholts.com/EBookImages/9781932925616.jpg"	
"Preparedness now!: an emergency survival guide"	"9781934170090"	"9781934170175"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170175&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170175.jpg"	
"Eye mind: the saga of Roky Erickson and the 13th Floor Elevators, the pioneers of psychedelic sound"	"9780976082262"	"9781934170182"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170182&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170182.jpg"	
"Master of the mysteries: the life of Manly Palmer Hall"	"9781934170021"	"9781934170199"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170199&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170199.jpg"	
"The secret source: the law of attraction is one of seven hermetic laws. Here are the other six"	"9781934170076"	"9781934170205"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170205&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170205.jpg"	
"The urban homestead: your guide to self-sufficient living in the heart of the city"	"9781934170106"	"9781934170212"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170212&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170212.jpg"	
"When there is no doctor: preventive and emergency healthcare in challenging times"	"9781934170113"	"9781934170229"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170229&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170229.jpg"	
"The natural kitchen: your guide to the sustainable food revolution"	"9781934170120"	"9781934170243"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170243&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170243.jpg"	
"Demons in the age of light: a memoir"	"9781934170274"	"9781934170281"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170281&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170281.jpg"	
"The secret source: the law of attraction and its hermetic influence throughout the ages"	"9781934170328"	"9781934170311"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170311&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170311.jpg"	
"Rise and shine: awaken you energy body with Taoist alchemy and qui gong"	"9781934170250"	"9781934170335"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170335&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170335.jpg"	
"Moondog [Audio Enhanced Edition]"	"9781934170403"	"9781934170564"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934170564&uid=none"						"Process"											"http://www.askewsandholts.com/EBookImages/9781934170564.jpg"	
"Nonviolent communication companion workbook: a practical guide for individual, group, or classroom study"	""	"9781934336137"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781934336137&uid=none"						"Puddledancer Press (US)"											"http://www.askewsandholts.com/EBookImages/9781934336137.jpg"	
"Reunion at Mossy Creek."	"9780967303536"	"9781935661023"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781935661023&uid=none"						"Belle Books Inc"											"http://www.askewsandholts.com/EBookImages/9781935661023.jpg"	
"A gentle rain"	"9780976876076"	"9781935661047"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781935661047&uid=none"						"Belle Books"											"http://www.askewsandholts.com/EBookImages/9781935661047.jpg"	
"Bra Talk: Myths and Facts - Transform Your Life With the Right Bra Fit."	"9780976876007"	"9781935661177"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781935661177&uid=none"						"Belle Books Inc"											"http://www.askewsandholts.com/EBookImages/9781935661177.jpg"	
"Sunrise"	"9780976876090"	"9781935661238"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781935661238&uid=none"						"Belle Books"											"http://www.askewsandholts.com/EBookImages/9781935661238.jpg"	
"Sweet Hush"	"9780980245301"	"9781935661245"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781935661245&uid=none"						"BelleBooks"											"http://www.askewsandholts.com/EBookImages/9781935661245.jpg"	
"Maddi's fridge"	""	"9781936261499"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261499&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261499.jpg"	
"Too Much Glue"	""	"9781936261505"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261505&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261505.jpg"	
"When a Dragon Moves In"	""	"9781936261512"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261512&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261512.jpg"	
"Ben & Zip: Two Short Friends"	""	"9781936261529"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261529&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261529.jpg"	
"Silly frilly Grandma Tillie"	""	"9781936261598"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261598&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261598.jpg"	
"Victricia Malicia: book-loving buccaneer"	""	"9781936261628"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261628&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261628.jpg"	
"The Busy Life of Ernestine Buckmeister"	""	"9781936261659"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261659&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261659.jpg"	
"Maya was grumpy"	""	"9781936261680"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261680&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261680.jpg"	
"I always, always get my way"	""	"9781936261710"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261710&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261710.jpg"	
"That cat can't stay!"	""	"9781936261741"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261741&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261741.jpg"	
"Dragon and Captain"	""	"9781936261772"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936261772&uid=none"						"Flashlight Press"											"http://www.askewsandholts.com/EBookImages/9781936261772.jpg"	
"Nude"	""	"9781936846122"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846122&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846122.jpg"	
"Labyrinth"	"9781936846085"	"9781936846139"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846139&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846139.jpg"	
"Pirates on Dinosaur Island"	""	"9781936846146"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846146&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846146.jpg"	
"Dump and Chase"	""	"9781936846252"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846252&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846252.jpg"	
"One season in the sun"	""	"9781936846269"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846269&uid=none"						"Gemma"											"http://www.askewsandholts.com/EBookImages/9781936846269.jpg"	
"Basketball"	""	"9781936846276"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846276&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846276.jpg"	
"Giant Baby."	""	"9781936846337"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846337&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846337.jpg"	
"Last Body Part"	""	"9781936846344"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846344&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846344.jpg"	
"OMG! LOL!: Faith & Laughter."	""	"9781936846351"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846351&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846351.jpg"	
"Transcriber"	"9781936846375"	"9781936846412"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846412&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846412.jpg"	
"Time with Leo"	""	"9781936846429"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846429&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846429.jpg"	
"Peasants and the Mariners"	""	"9781936846436"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846436&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846436.jpg"	
"Barn Cat"	""	"9781936846443"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846443&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846443.jpg"	
"Tiger Girl"	"9781936846450"	"9781936846467"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846467&uid=none"						"GemmaMedia"											"http://www.askewsandholts.com/EBookImages/9781936846467.jpg"	
"Spin Cycles"	""	"9781936846481"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846481&uid=none"						"Gemma"											"http://www.askewsandholts.com/EBookImages/9781936846481.jpg"	
"Forever and Ever"	""	"9781936846504"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781936846504&uid=none"						"Gemma"											"http://www.askewsandholts.com/EBookImages/9781936846504.jpg"	
"Joy of Strategy"	""	"9781937134563"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937134563&uid=none"						"Bibliomotion"											"http://www.askewsandholts.com/EBookImages/9781937134563.jpg"	
"Mogul, Mom, & Maid"	""	"9781937134747"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937134747&uid=none"						"Bibliomotion"											"http://www.askewsandholts.com/EBookImages/9781937134747.jpg"	
"September Nights"	""	"9781937644017"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644017&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644017.jpg"	
"Jackrabbit"	""	"9781937644062"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644062&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644062.jpg"	
"Sea Dog's Tale"	""	"9781937644086"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644086&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644086.jpg"	
"Necessary Places"	""	"9781937644109"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644109&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644109.jpg"	
"September Nights"	""	"9781937644123"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644123&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644123.jpg"	
"How to Audition on Camera"	""	"9781937644154"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644154&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644154.jpg"	
"New England Gardener's Year"	""	"9781937644185"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644185&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644185.jpg"	
"Be unstoppable: the 8 essential actions to succeed at anything"	""	"9781937644222"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781937644222&uid=none"						"Cadent Publishing"											"http://www.askewsandholts.com/EBookImages/9781937644222.jpg"	
"Beautiful wall: poems"	"9781938160837"	"9781938160844"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781938160844&uid=none"						"BOA Editions"											"http://www.askewsandholts.com/EBookImages/9781938160844.jpg"	
"The education of a poker player"	"9781938160851"	"9781938160868"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781938160868&uid=none"						"BOA Editions"											"http://www.askewsandholts.com/EBookImages/9781938160868.jpg"	
"Walking the Rez Road: stories"	"9781555919771"	"9781938486098"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781938486098&uid=none"						"Fulcrum"											"http://www.askewsandholts.com/EBookImages/9781938486098.jpg"	
"The poor children"	""	"9781939650214"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781939650214&uid=none"						"Santa Fe Writers Project"											"http://www.askewsandholts.com/EBookImages/9781939650214.jpg"	
"Muscle cars"	""	"9781939650252"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781939650252&uid=none"						"Santa Fe Writers Project"											"http://www.askewsandholts.com/EBookImages/9781939650252.jpg"	
"A bridge of straw"	"9781781321201"	"9781781321218"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781781321218&uid=none"						"SilverWood"											"http://www.askewsandholts.com/EBookImages/9781781321218.jpg"	
"Just one more summer"	"9781907984020"	"9781907984761"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781907984761&uid=none"						"Sunpenny"											"http://www.askewsandholts.com/EBookImages/9781907984761.jpg"	
"Rediscovering growth: after the crisis"	"9781907994159"	"9781907994289"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781907994289&uid=none"						"London Publishing Partnership"											"http://www.askewsandholts.com/EBookImages/9781907994289.jpg"	
