publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Applied International Trade"	"9780230521544"	"9781137015518"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137015518&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137015518.jpg"	
"Software business start-up memories: key decisions in success stories"	"9781137280466"	"9781137280473"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137280473&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137280473.jpg"	
"The saltwater frontier: Indians and the contest for the American Coast"	"9780300207668"	"9780300216691"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780300216691&uid=none"						"Yale University Press"											"http://www.askewsandholts.com/EBookImages/9780300216691.jpg"	
"Contemporary evolutionary theories of culture and the study of religion"	"9781474232241"	"9781474232258"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474232258&uid=none"						"Bloomsbury Academic"											"http://www.askewsandholts.com/EBookImages/9781474232258.jpg"	
"Kingdom in Crisis"	"9781783606023"	"9781783607808"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783607808&uid=none"						"Zed Books"											"http://www.askewsandholts.com/EBookImages/9781783607808.jpg"	
"Biodegradable polymeric nanocomposites: advances in biomedical applications"	"9781482260519"	"9781482260526"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781482260526&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781482260526.jpg"	
"Critical pedagogy and global literature: worldly teaching"	"9781137319753"	"9781137319760"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137319760&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137319760.jpg"	
"Avoiding corporate breakdowns: the nature and extent of managerial responsibility"	"9781137322913"	"9781137325891"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137325891&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137325891.jpg"	
"Atul's Curries of the World"	"9781906650797"	"9781472932785"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472932785&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472932785.jpg"	
"The 30 day MBA in business finance: your fast guide to business success"	"9780749475406"	"9780749475413"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780749475413&uid=none"						"Kogan Page"											"http://www.askewsandholts.com/EBookImages/9780749475413.jpg"	
"Natural compounds as inducers of cell death"	"9789400745742"	"9789400745759"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400745759&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400745759.jpg"	
"Introduction to structural chemistry"	"9789400747708"	"9789400747715"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400747715&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400747715.jpg"	
"Corsets and Codpieces"	"9781781593394"	"9781473869233"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781473869233&uid=none"						"Pen & Sword"											"http://www.askewsandholts.com/EBookImages/9781473869233.jpg"	
"Cholera"	"9781783463503"	"9781473876002"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781473876002&uid=none"						"Pen & Sword"											"http://www.askewsandholts.com/EBookImages/9781473876002.jpg"	
"Second Murray Leinster MEGAPACK (R): 18 Classic Stories"	""	"9781479407828"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781479407828&uid=none"						"Wildside Press"											"http://www.askewsandholts.com/EBookImages/9781479407828.jpg"	
"Das Deutsche IVF - Register 1996 - 2006:"	"9783540373247"	"9783540499282"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540499282&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540499282.jpg"	
"Tscherne Unfallchirurgie: Hufte und Oberschenkel"	"9783540632887"	"9783540687412"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540687412&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540687412.jpg"	
"The Mjolnir impact event: geology and geophysics of a late Jurassic/early Cretaceous submarine impact structure"	"9783540882596"	"9783540882602"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540882602&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540882602.jpg"	
"Shock waves: 26th International Symposium on Shock Waves"	"9783540851677"	"9783540851684"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540851684&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540851684.jpg"	
"Complex and chaotic nonlinear dynamics: advances in economics and finance, mathematics and statistics"	"9783540859772"	"9783540859789"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540859789&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540859789.jpg"	
"Ice Ages and interglacials: measurements, interpretation and models"	"9783540896791"	"9783540896807"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540896807&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540896807.jpg"	
"Handbook on business process management.: (Strategic alignment, governance, people and culture)"	"9783642019814"	"9783642019821"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642019821&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642019821.jpg"	
"Natural Heritage from East to West: Case studies from 6 EU countries"	"9783642015762"	"9783642015779"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642015779&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642015779.jpg"	
"Rare tumors in children and adolescents"	"9783642041969"	"9783642041976"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642041976&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642041976.jpg"	
"Thermal nanosystems and nanomaterials"	"9783642042577"	"9783642042584"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642042584&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642042584.jpg"	
"Change Management: Grundlagen Und Erfolgsfaktoren"	"9783642043390"	"9783642043406"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642043406&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642043406.jpg"	
"The fish production potential of the Baltic Sea: a new general approach for optimizing fish quota including a holistic management plan based on ecosystem modelling"	"9783642115615"	"9783642115622"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642115622&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642115622.jpg"	
"Autobiography of a professor of chemistry and distinguished scientist"	"9783642111952"	"9783642111969"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642111969&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642111969.jpg"	
"Cone beam CT of the head and neck: an anatomical atlas"	"9783642127038"	"9783642127045"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642127045&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642127045.jpg"	
"Heilpflanzen Der Ayurvedischen Und Der Westlichen Medizin: Eine Gegenuberstellung"	"9783642131240"	"9783642131257"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642131257&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642131257.jpg"	
"Fractional dynamics: applications of fractional calculus to dynamics of particles, fields and media"	"9783642140020"	"9783642140037"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642140037&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642140037.jpg"	
"Advances in Elastomers II: Composites and Nanocomposites"	"9783642209277"	"9783642209284"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642209284&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642209284.jpg"	
"Essentials of chemical education"	"9783642217555"	"9783642217562"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642217562&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642217562.jpg"	
"Nagelerkrankungen in Der Dermatologischen Praxis"	"9783642241833"	"9783642241840"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642241840&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642241840.jpg"	
"Computational organometallic chemistry"	"9783642252570"	"9783642252587"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642252587&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642252587.jpg"	
"Office and SharePoint 2010 user's guide: integrating SharePoint with Excel, Outlook, Access and Word"	"9781430227601"	"9781430227618"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430227618&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430227618.jpg"	
"Atlas of virtual colonoscopy."	"9781441958518"	"9781441958525"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441958525&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441958525.jpg"	
"Handbook of the band structure of elemental solids"	"9781441982636"	"9781441982643"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441982643&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441982643.jpg"	
"Patentierung von Geschaftsprozessen: Monitoring - Strategien - Schutz"	"9783642011269"	"9783642011276"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642011276&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642011276.jpg"	
"Produktionsplanung Und -steuerung 1: Grundlagen Der Pps"	"9783642254222"	"9783642254239"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642254239&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642254239.jpg"	
"Atomic processes in basic and applied physics"	"9783642255687"	"9783642255694"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642255694&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642255694.jpg"	
"Luxus und Nachhaltigkeit: Entwicklung strategischer Handlungsempfehlungen fur das Luxusgutermarketing"	"9783658016319"	"9783658016326"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658016326&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658016326.jpg"	
"Reform Der Kommunalverwaltung in England Und Deutschland: New Public Management Zwischen Reformrhetorik Und Reformergebnissen"	"9783658050870"	"9783658050887"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658050887&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658050887.jpg"	
"Preisverhandlungen erfolgreich fuhren und gewinnen: Rabattforderungen professionell abwehren - und Kunden trotzdem zufriedenstellen"	"9783658076016"	"9783658076023"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658076023&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658076023.jpg"	
"Zur interkommunalen Handhabung des Zinsrisikos"	"9783834933546"	"9783834970831"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834970831&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834970831.jpg"	
"Fuhren lernen: Der Weg zur Fuhrungskompetenz und zur personlichen Karriere-Strategie"	"9783834932631"	"9783834971357"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834971357&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834971357.jpg"	
"Intelligent Computing, Communication and Devices: Proceedings of ICCD 2014, Volume 1"	"9788132220114"	"9788132220121"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788132220121&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9788132220121.jpg"	
"Shadows in the Veldt: rebellion"	""	"9781785383199"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785383199&uid=none"						"AUK Authors"											"http://www.askewsandholts.com/EBookImages/9781785383199.jpg"	
"Colitis: a practical approach to colon biopsy interpretation"	"9783319080277"	"9783319080284"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319080284&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783319080284.jpg"	
"ICT Innovations 2014: World of Data"	"9783319098784"	"9783319098791"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319098791&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319098791.jpg"	
"Lipids and Skin Health"	"9783319099422"	"9783319099439"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319099439&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319099439.jpg"	
"Medicines For Women"	"9783319124056"	"9783319124063"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319124063&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319124063.jpg"	
"Archaeological Heritage in a Modern Urban Landscape: The Ancient Moche in Trujillo, Peru"	"9783319154695"	"9783319154701"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319154701&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319154701.jpg"	
"Design and Construction of Tunnels: Analysis of Controlled Deformations in Rock and Soils (ADECO-RS)"	"9783540738749"	"9783540738756"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540738756&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540738756.jpg"	
"Econometrics of financial high-frequency data"	"9783642219245"	"9783642219252"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642219252&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642219252.jpg"	
"Innovationen Im Handel: Verpassen Wir Die Megatrends Der Zukunft?"	"9783642281204"	"9783642281211"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642281211&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642281211.jpg"	
"ACL Injuries in the Female Athlete: Causes, Impacts, and Conditioning Programs"	"9783642325915"	"9783642325922"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642325922&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642325922.jpg"	
"The biology of hover wasps"	"9783642326790"	"9783642326806"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642326806&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642326806.jpg"	
"Technology Management for Sustainable Production and Logistics"	"9783642339349"	"9783642339356"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642339356&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642339356.jpg"	
"Herrschaft - Staat - Mitbestimmung"	"9783658011598"	"9783658011604"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658011604&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658011604.jpg"	
"Vertrieb Fur Logistikdienstleister: Aufgaben, Organisation Und Instrumente"	"9783658043575"	"9783658043582"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658043582&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658043582.jpg"	
"Why Is the Statue of Liberty Green?"	"9781467721394"	"9781467747745"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781467747745&uid=none"						"Lerner Publications"											"http://www.askewsandholts.com/EBookImages/9781467747745.jpg"	
"It's Windy Today"	"9780761342601"	"9781467751452"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781467751452&uid=none"						"Lerner Publications"											"http://www.askewsandholts.com/EBookImages/9781467751452.jpg"	
"Imagining resistance: visual culture & activism in Canada"	""	"9781554583119"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781554583119&uid=none"						"Wilfrid Laurier University Press"											"http://www.askewsandholts.com/EBookImages/9781554583119.jpg"	
"The theology of the Chinese Jews, 1000-1850"	""	"9781554584031"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781554584031&uid=none"						"Wilfrid Laurier University Press"											"http://www.askewsandholts.com/EBookImages/9781554584031.jpg"	
"The Trouble with Brands: Provocations and Possibilities: Marketing Intelligence & Planning"	"9781785607189"	"9781785607196"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781785607196&uid=none"						"Emerald"											"http://www.askewsandholts.com/EBookImages/9781785607196.jpg"	
"Berichte zu Pflanzenschutzmitteln 2009: Wirkstoffe in Pflanzenschutzmitteln; Zulassungshistorie und Regelungen der Pflanzenschutz-Anwendungsverordnung"	"9783034800280"	"9783034800297"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783034800297&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783034800297.jpg"	
"Planungshandbuch Radverkehr"	"9783211767504"	"9783211767511"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783211767511&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783211767511.jpg"	
"Reactive Oxygen and Nitrogen Species Signaling and Communication in Plants"	"9783319100784"	"9783319100791"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319100791&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319100791.jpg"	
"Berichte Zur Resistenzmonitoringstudie 2011/2012: Resistenzsituation Bei Klinisch Wichtigen Tierpathogenen Bakterien."	"9783319148656"	"9783319148663"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783319148663&uid=none"						"Springer International Publishing"											"http://www.askewsandholts.com/EBookImages/9783319148663.jpg"	
"Lebenslanges Lernen in Der Universitat: Wie Funktioniert Gute Hochschullehre Und Wie Lernen Hochschullehrende Ihren Beruf"	"9783531178455"	"9783531189406"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783531189406&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783531189406.jpg"	
"Informierte Grundungsforderung"	"9783531185323"	"9783531190983"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783531190983&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783531190983.jpg"	
"Performance Tuning Fur Oracle-datenbanken: Methoden Aus Der Praxis Fur Die Praxis"	"9783642330520"	"9783642330537"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642330537&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642330537.jpg"	
"Stichwort: Zeitschrift Fur Erziehungswissenschaft"	"9783658009076"	"9783658009083"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658009083&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658009083.jpg"	
"Wege aus dem Reformstau: Zentrale Determinanten bei der Akzeptanz wachstumsstarkender Strukturreformen"	"9783658012212"	"9783658012229"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658012229&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658012229.jpg"	
"Markt- Und Unternehmensstrukturen Bei Technischen Dienstleistungen: Wettbewerbs- Und Kundenvorteile Durch Service Engineering"	"9783658022853"	"9783658022860"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658022860&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658022860.jpg"	
"Gasoline Engine Management: Systems and Components"	"9783658039639"	"9783658039646"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658039646&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658039646.jpg"	
"Gehirngerechtes Arbeiten Und Beruflicher Erfolg: Eine Anleitung Fur Mehr Effektivitat Und Effizienz"	"9783658048617"	"9783658048624"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658048624&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658048624.jpg"	
"Farbempfindung, Farbbeschreibung und Farbmessung: Eine Formel fur die Farbsattigung"	"9783834818010"	"9783834822284"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834822284&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783834822284.jpg"	
"Praxishandbuch Strategischer Einkauf: Methoden, Verfahren, Arbeitsblatter fur professionelles Beschaffungsmanagement"	"9783834945662"	"9783834945679"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834945679&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834945679.jpg"	
"Management von Rohstoffrisiken: Strategien, Markte und Produkte"	"9783834910974"	"9783834985620"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834985620&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834985620.jpg"	
"Standortfaktoren und Standorterfolg im Electronic Retailing: Konzeptualisierung, Operationalisierung und Erfolgswirkungen von virtuellen Standorten elektronischer Einzelhandelsunternehmen"	"9783834922564"	"9783834986160"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834986160&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834986160.jpg"	
"Mensch, Borse!: Experten finden Worte fur die Kurse"	"9783834900685"	"9783834992253"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834992253&uid=none"						"Gabler Verlag"											"http://www.askewsandholts.com/EBookImages/9783834992253.jpg"	
"Recent Development in Wireless Sensor and Ad-hoc Networks"	"9788132221289"	"9788132221296"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788132221296&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9788132221296.jpg"	
"Shoulder Instability: Alternative Surgical Techniques"	"9788847020344"	"9788847020351"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9788847020351&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9788847020351.jpg"	
"Duration and bandwidth limiting: prolate functions, sampling, and applications"	"9780817683061"	"9780817683078"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780817683078&uid=none"						"Birkhauser"											"http://www.askewsandholts.com/EBookImages/9780817683078.jpg"	
"Advances in dynamic games: theory, applications, and numerical methods for differential and stochastic games"	"9780817683542"	"9780817683559"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780817683559&uid=none"						"Birkhauser"											"http://www.askewsandholts.com/EBookImages/9780817683559.jpg"	
"Go Free Or Die: A Story About Harriet Tubman"	"9780876143179"	"9780822535454"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780822535454&uid=none"						"Lerner Publications"											"http://www.askewsandholts.com/EBookImages/9780822535454.jpg"	
"What Is Government?"	"9780822563938"	"9780822589525"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780822589525&uid=none"						"Lerner Publications"											"http://www.askewsandholts.com/EBookImages/9780822589525.jpg"	
"BRICS and development alternatives: innovation systems and policies"	"9781843318309"	"9780857288776"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857288776&uid=none"						"Anthem Press"											"http://www.askewsandholts.com/EBookImages/9780857288776.jpg"	
"The Vietnam War: a documentary reader"	"9781405196789"	"9781119129219"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119129219&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781119129219.jpg"	
"English Language Arts, Grade 6 Module 3: Understanding Perspectives."	"9781119105121"	"9781119227564"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119227564&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781119227564.jpg"	
"(Re)constructing maternal performance in twentieth-century American drama"	"9781137299567"	"9781137299574"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137299574&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137299574.jpg"	
"Apocalyptic movements in contemporary politics: Christian and Jewish Zionism"	"9780230280410"	"9781137316844"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316844&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316844.jpg"	
"US withholding tax: practical implications of QI and FATCA"	"9780230364615"	"9781137317308"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137317308&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137317308.jpg"	
